Current learning rate: 0.1
Epoch: [0][  0/383]	Loss 1.9858 (1.9858)	Accuracy 11.719 (11.719)
Test: [ 50/164]	Loss 0.7018 (0.9668)	Accuracy 80.469 (69.424)
Test: [ 60/164]	Loss 0.6118 (0.9197)	Accuracy 85.156 (71.324)
Test: [ 70/164]	Loss 1.0055 (0.8921)	Accuracy 70.312 (72.469)
Test: [ 80/164]	Loss 1.1285 (0.9215)	Accuracy 65.625 (71.528)
Test: [ 90/164]	Loss 1.2682 (0.9579)	Accuracy 57.812 (70.544)
Test: [100/164]	Loss 0.5023 (0.9276)	Accuracy 85.156 (71.674)
Test: [110/164]	Loss 0.2710 (0.8748)	Accuracy 94.531 (73.592)
Test: [120/164]	Loss 0.7845 (0.8503)	Accuracy 85.156 (74.619)
Test: [130/164]	Loss 0.6904 (0.8576)	Accuracy 87.500 (74.684)
Test: [140/164]	Loss 1.2225 (0.8656)	Accuracy 64.062 (74.673)
Test: [150/164]	Loss 1.2351 (0.8783)	Accuracy 56.250 (73.986)
Test: [160/164]	Loss 1.9191 (0.9058)	Accuracy 46.875 (73.069)
 * Accuracy 72.983
Current best accuracy: 73.11669158935547
170.69706678390503
Current learning rate: 0.05
Epoch: [63][  0/383]	Loss 0.9185 (0.9185)	Accuracy 68.750 (68.750)
Epoch: [63][ 10/383]	Loss 1.1085 (0.8588)	Accuracy 62.500 (74.432)
Epoch: [63][ 20/383]	Loss 0.9309 (0.8878)	Accuracy 71.094 (72.917)
Epoch: [63][ 30/383]	Loss 0.9339 (0.8846)	Accuracy 69.531 (72.732)
Epoch: [63][ 40/383]	Loss 0.9239 (0.8913)	Accuracy 73.438 (72.809)
Epoch: [63][ 50/383]	Loss 1.0180 (0.8934)	Accuracy 68.750 (72.932)
Epoch: [63][ 60/383]	Loss 0.7685 (0.8972)	Accuracy 79.688 (72.695)
Epoch: [63][ 70/383]	Loss 0.8628 (0.8996)	Accuracy 74.219 (72.678)
Epoch: [63][ 80/383]	Loss 0.8476 (0.9032)	Accuracy 76.562 (72.512)
Epoch: [63][ 90/383]	Loss 0.9600 (0.9038)	Accuracy 67.188 (72.485)
Epoch: [63][100/383]	Loss 0.9146 (0.9029)	Accuracy 71.094 (72.447)
Epoch: [63][110/383]	Loss 0.9768 (0.9087)	Accuracy 67.969 (72.255)
Epoch: [63][120/383]	Loss 0.8862 (0.9076)	Accuracy 74.219 (72.366)
Epoch: [63][130/383]	Loss 1.0497 (0.9117)	Accuracy 64.844 (72.143)
Epoch: [63][140/383]	Loss 1.0245 (0.9156)	Accuracy 67.969 (72.014)
Epoch: [63][150/383]	Loss 0.8692 (0.9154)	Accuracy 72.656 (72.015)
Epoch: [63][160/383]	Loss 0.9615 (0.9139)	Accuracy 67.188 (72.122)
Epoch: [63][170/383]	Loss 0.9069 (0.9122)	Accuracy 68.750 (72.145)
Epoch: [63][180/383]	Loss 0.8920 (0.9115)	Accuracy 70.312 (72.164)
Epoch: [63][190/383]	Loss 0.9160 (0.9095)	Accuracy 73.438 (72.235)
Epoch: [63][200/383]	Loss 0.9153 (0.9099)	Accuracy 70.312 (72.174)
Epoch: [63][210/383]	Loss 0.8854 (0.9099)	Accuracy 74.219 (72.175)
Epoch: [63][220/383]	Loss 0.9320 (0.9116)	Accuracy 70.312 (72.098)
Epoch: [63][230/383]	Loss 0.9760 (0.9153)	Accuracy 67.188 (72.000)
Epoch: [63][240/383]	Loss 0.9988 (0.9164)	Accuracy 70.312 (71.963)
Epoch: [63][250/383]	Loss 1.0149 (0.9163)	Accuracy 67.969 (71.937)
Epoch: [63][260/383]	Loss 1.0026 (0.9179)	Accuracy 70.312 (71.827)
Epoch: [63][270/383]	Loss 0.8307 (0.9173)	Accuracy 74.219 (71.838)
Epoch: [63][280/383]	Loss 0.9839 (0.9175)	Accuracy 68.750 (71.853)
Epoch: [63][290/383]	Loss 0.8685 (0.9177)	Accuracy 73.438 (71.880)
Epoch: [63][300/383]	Loss 0.9148 (0.9177)	Accuracy 71.094 (71.865)
Epoch: [63][310/383]	Loss 0.9778 (0.9181)	Accuracy 66.406 (71.865)
Epoch: [63][320/383]	Loss 1.0085 (0.9184)	Accuracy 66.406 (71.843)
Epoch: [63][330/383]	Loss 0.9925 (0.9175)	Accuracy 70.312 (71.889)
Epoch: [63][340/383]	Loss 1.0279 (0.9187)	Accuracy 67.188 (71.813)
Epoch: [63][350/383]	Loss 0.9157 (0.9206)	Accuracy 71.094 (71.808)
Epoch: [63][360/383]	Loss 0.8934 (0.9211)	Accuracy 75.781 (71.741)
Epoch: [63][370/383]	Loss 0.9508 (0.9213)	Accuracy 69.531 (71.751)
Epoch: [63][380/383]	Loss 0.9746 (0.9207)	Accuracy 76.562 (71.832)
Test: [  0/164]	Loss 1.5386 (1.5386)	Accuracy 50.000 (50.000)
Test: [ 10/164]	Loss 0.9558 (1.1503)	Accuracy 70.312 (63.707)
Test: [ 20/164]	Loss 1.6822 (1.1980)	Accuracy 42.969 (61.830)
Test: [ 30/164]	Loss 1.2711 (1.2639)	Accuracy 57.031 (58.972)
Test: [ 40/164]	Loss 0.9990 (1.1943)	Accuracy 75.000 (62.271)
Test: [ 50/164]	Loss 0.6275 (1.1449)	Accuracy 82.812 (64.767)
Test: [ 60/164]	Loss 0.9403 (1.1199)	Accuracy 71.094 (65.574)
Test: [ 70/164]	Loss 0.9395 (1.0799)	Accuracy 68.750 (67.110)
Test: [ 80/164]	Loss 1.0393 (1.0474)	Accuracy 63.281 (68.316)
Test: [ 90/164]	Loss 1.0738 (1.0587)	Accuracy 67.969 (68.106)
Test: [100/164]	Loss 0.2708 (1.0150)	Accuracy 95.312 (69.748)
Test: [110/164]	Loss 0.3695 (0.9567)	Accuracy 87.500 (71.819)
Test: [120/164]	Loss 0.7630 (0.9193)	Accuracy 79.688 (73.212)
Test: [130/164]	Loss 0.3548 (0.8760)	Accuracy 93.750 (74.696)
Test: [140/164]	Loss 0.7155 (0.8512)	Accuracy 85.156 (75.598)
Test: [150/164]	Loss 1.0483 (0.8546)	Accuracy 67.188 (75.450)
Test: [160/164]	Loss 1.7925 (0.8783)	Accuracy 46.875 (74.728)
 * Accuracy 74.660
Current best accuracy: 74.6604995727539
173.16312503814697
Current learning rate: 0.05
Epoch: [64][  0/383]	Loss 0.9854 (0.9854)	Accuracy 67.969 (67.969)
Epoch: [64][ 10/383]	Loss 0.9193 (0.9128)	Accuracy 70.312 (71.165)
Epoch: [64][ 20/383]	Loss 0.8905 (0.9052)	Accuracy 74.219 (72.210)
Epoch: [64][ 30/383]	Loss 0.9674 (0.9007)	Accuracy 67.188 (72.429)
Epoch: [64][ 40/383]	Loss 0.9137 (0.9059)	Accuracy 68.750 (72.199)
Epoch: [64][ 50/383]	Loss 0.9044 (0.8942)	Accuracy 73.438 (72.809)
Epoch: [64][ 60/383]	Loss 0.8699 (0.8877)	Accuracy 70.312 (73.245)
Epoch: [64][ 70/383]	Loss 0.8980 (0.8890)	Accuracy 73.438 (73.074)
Epoch: [64][ 80/383]	Loss 0.7643 (0.8880)	Accuracy 79.688 (73.129)
Epoch: [64][ 90/383]	Loss 0.8860 (0.8901)	Accuracy 75.781 (73.171)
Epoch: [64][100/383]	Loss 0.7989 (0.8868)	Accuracy 75.000 (73.399)
Epoch: [64][110/383]	Loss 0.9531 (0.8865)	Accuracy 71.094 (73.311)
Epoch: [64][120/383]	Loss 0.9661 (0.8846)	Accuracy 70.312 (73.399)
Epoch: [64][130/383]	Loss 0.9872 (0.8870)	Accuracy 65.625 (73.145)
Epoch: [64][140/383]	Loss 0.8852 (0.8879)	Accuracy 67.969 (73.016)
Epoch: [64][150/383]	Loss 0.9795 (0.8925)	Accuracy 71.094 (72.899)
Epoch: [64][160/383]	Loss 0.9038 (0.8926)	Accuracy 73.438 (72.899)
Epoch: [64][170/383]	Loss 1.0659 (0.8942)	Accuracy 64.844 (72.816)
Epoch: [64][180/383]	Loss 0.9581 (0.8955)	Accuracy 67.969 (72.734)
Epoch: [64][190/383]	Loss 0.8875 (0.8961)	Accuracy 74.219 (72.750)
Epoch: [64][200/383]	Loss 0.8753 (0.8973)	Accuracy 73.438 (72.703)
Epoch: [64][210/383]	Loss 0.9495 (0.8981)	Accuracy 73.438 (72.678)
Epoch: [64][220/383]	Loss 0.8952 (0.8983)	Accuracy 71.094 (72.681)
Epoch: [64][230/383]	Loss 0.9585 (0.8985)	Accuracy 68.750 (72.670)
Epoch: [64][240/383]	Loss 0.9670 (0.8998)	Accuracy 67.969 (72.627)
Epoch: [64][250/383]	Loss 1.0453 (0.9008)	Accuracy 66.406 (72.585)
Epoch: [64][260/383]	Loss 0.8766 (0.9002)	Accuracy 72.656 (72.557)
Epoch: [64][270/383]	Loss 0.9385 (0.9001)	Accuracy 68.750 (72.590)
Epoch: [64][280/383]	Loss 1.0072 (0.9006)	Accuracy 71.094 (72.551)
Epoch: [64][290/383]	Loss 0.9783 (0.9034)	Accuracy 66.406 (72.409)
Epoch: [64][300/383]	Loss 0.8637 (0.9057)	Accuracy 74.219 (72.272)
Epoch: [64][310/383]	Loss 1.0594 (0.9059)	Accuracy 67.969 (72.320)
Epoch: [64][320/383]	Loss 0.9861 (0.9073)	Accuracy 71.094 (72.218)
Epoch: [64][330/383]	Loss 0.9534 (0.9081)	Accuracy 64.844 (72.144)
Epoch: [64][340/383]	Loss 1.0325 (0.9078)	Accuracy 70.312 (72.180)
Epoch: [64][350/383]	Loss 1.0331 (0.9078)	Accuracy 64.062 (72.151)
Epoch: [64][360/383]	Loss 1.0473 (0.9085)	Accuracy 67.969 (72.133)
Epoch: [64][370/383]	Loss 0.9057 (0.9079)	Accuracy 78.125 (72.203)
Epoch: [64][380/383]	Loss 0.8858 (0.9088)	Accuracy 74.219 (72.195)
Test: [  0/164]	Loss 1.6361 (1.6361)	Accuracy 39.844 (39.844)
Test: [ 10/164]	Loss 1.0708 (1.3761)	Accuracy 68.750 (51.136)
Test: [ 20/164]	Loss 1.7687 (1.3777)	Accuracy 39.844 (51.674)
Test: [ 30/164]	Loss 0.9113 (1.3252)	Accuracy 69.531 (54.410)
Test: [ 40/164]	Loss 0.8103 (1.1974)	Accuracy 76.562 (59.737)
Test: [ 50/164]	Loss 0.8118 (1.1302)	Accuracy 80.469 (63.067)
Test: [ 60/164]	Loss 0.6599 (1.0743)	Accuracy 82.031 (65.727)
Test: [ 70/164]	Loss 0.6905 (1.0150)	Accuracy 77.344 (68.167)
Test: [ 80/164]	Loss 1.0928 (0.9704)	Accuracy 74.219 (69.917)
Test: [ 90/164]	Loss 1.0487 (0.9708)	Accuracy 71.875 (70.270)
Test: [100/164]	Loss 0.2466 (0.9421)	Accuracy 94.531 (71.488)
Test: [110/164]	Loss 0.5149 (0.9060)	Accuracy 88.281 (73.050)
Test: [120/164]	Loss 0.6217 (0.8755)	Accuracy 83.594 (74.225)
Test: [130/164]	Loss 0.5613 (0.8598)	Accuracy 92.188 (75.006)
Test: [140/164]	Loss 1.2498 (0.8564)	Accuracy 69.531 (75.299)
Test: [150/164]	Loss 1.2286 (0.8702)	Accuracy 64.844 (74.783)
Test: [160/164]	Loss 1.6354 (0.8924)	Accuracy 53.125 (74.131)
 * Accuracy 74.074
Current best accuracy: 74.6604995727539
166.58080196380615
Current learning rate: 0.05
Epoch: [65][  0/383]	Loss 0.8753 (0.8753)	Accuracy 78.125 (78.125)
Epoch: [65][ 10/383]	Loss 1.1401 (0.9158)	Accuracy 67.969 (73.224)
Epoch: [65][ 20/383]	Loss 0.8694 (0.9072)	Accuracy 72.656 (72.470)
Epoch: [65][ 30/383]	Loss 1.0598 (0.8982)	Accuracy 67.969 (72.555)
Epoch: [65][ 40/383]	Loss 0.8186 (0.8969)	Accuracy 78.906 (72.618)
Epoch: [65][ 50/383]	Loss 0.8555 (0.8997)	Accuracy 75.000 (72.381)
Epoch: [65][ 60/383]	Loss 0.8679 (0.8950)	Accuracy 77.344 (72.631)
Epoch: [65][ 70/383]	Loss 0.8664 (0.8897)	Accuracy 71.875 (72.909)
Epoch: [65][ 80/383]	Loss 0.9530 (0.8934)	Accuracy 70.312 (72.840)
Epoch: [65][ 90/383]	Loss 0.9191 (0.8944)	Accuracy 71.094 (72.699)
Epoch: [65][100/383]	Loss 0.9480 (0.8951)	Accuracy 64.844 (72.618)
Epoch: [65][110/383]	Loss 0.7609 (0.8941)	Accuracy 82.031 (72.734)
Epoch: [65][120/383]	Loss 0.9004 (0.8943)	Accuracy 73.438 (72.721)
Epoch: [65][130/383]	Loss 0.9550 (0.8948)	Accuracy 71.875 (72.692)
Epoch: [65][140/383]	Loss 0.9021 (0.8980)	Accuracy 73.438 (72.545)
Epoch: [65][150/383]	Loss 0.9614 (0.9012)	Accuracy 71.875 (72.527)
Epoch: [65][160/383]	Loss 0.9058 (0.9011)	Accuracy 71.875 (72.530)
Epoch: [65][170/383]	Loss 0.9706 (0.9039)	Accuracy 67.969 (72.419)
Epoch: [65][180/383]	Loss 1.0079 (0.9065)	Accuracy 69.531 (72.328)
Epoch: [65][190/383]	Loss 0.8765 (0.9065)	Accuracy 77.344 (72.329)
Epoch: [65][200/383]	Loss 0.9427 (0.9060)	Accuracy 70.312 (72.341)
Epoch: [65][210/383]	Loss 0.8580 (0.9042)	Accuracy 70.312 (72.393)
Epoch: [65][220/383]	Loss 0.8696 (0.9048)	Accuracy 72.656 (72.335)
Epoch: [65][230/383]	Loss 0.7455 (0.9038)	Accuracy 76.562 (72.348)
Epoch: [65][240/383]	Loss 0.9389 (0.9051)	Accuracy 72.656 (72.287)
Epoch: [65][250/383]	Loss 0.9619 (0.9075)	Accuracy 64.062 (72.186)
Epoch: [65][260/383]	Loss 0.9089 (0.9090)	Accuracy 67.969 (72.135)
Epoch: [65][270/383]	Loss 0.7825 (0.9095)	Accuracy 75.781 (72.120)
Epoch: [65][280/383]	Loss 0.7957 (0.9097)	Accuracy 82.031 (72.120)
Epoch: [65][290/383]	Loss 0.9160 (0.9097)	Accuracy 67.969 (72.090)
Epoch: [65][300/383]	Loss 0.8414 (0.9111)	Accuracy 78.125 (72.005)
Epoch: [65][310/383]	Loss 0.8325 (0.9100)	Accuracy 74.219 (72.066)
Epoch: [65][320/383]	Loss 0.8266 (0.9101)	Accuracy 75.000 (72.028)
Epoch: [65][330/383]	Loss 0.9492 (0.9110)	Accuracy 67.969 (71.976)
Epoch: [65][340/383]	Loss 0.8548 (0.9093)	Accuracy 73.438 (72.063)
Epoch: [65][350/383]	Loss 0.9514 (0.9092)	Accuracy 71.875 (72.035)
Epoch: [65][360/383]	Loss 0.9193 (0.9100)	Accuracy 72.656 (71.994)
Epoch: [65][370/383]	Loss 0.8713 (0.9112)	Accuracy 78.906 (71.978)
Epoch: [65][380/383]	Loss 0.8877 (0.9120)	Accuracy 71.094 (71.978)
Test: [  0/164]	Loss 1.7326 (1.7326)	Accuracy 40.625 (40.625)
Test: [ 10/164]	Loss 0.9057 (1.3081)	Accuracy 71.094 (59.162)
Test: [ 20/164]	Loss 1.8942 (1.4363)	Accuracy 42.188 (55.766)
Test: [ 30/164]	Loss 1.6197 (1.5251)	Accuracy 49.219 (53.478)
Test: [ 40/164]	Loss 1.5107 (1.5093)	Accuracy 58.594 (55.412)
Test: [ 50/164]	Loss 0.8357 (1.4413)	Accuracy 78.125 (57.920)
Test: [ 60/164]	Loss 1.1689 (1.3712)	Accuracy 70.312 (60.374)
Test: [ 70/164]	Loss 1.4055 (1.3162)	Accuracy 60.156 (62.731)
Test: [ 80/164]	Loss 1.9193 (1.3197)	Accuracy 28.906 (62.539)
Test: [ 90/164]	Loss 2.2207 (1.3714)	Accuracy 41.406 (60.998)
Test: [100/164]	Loss 0.8817 (1.3926)	Accuracy 77.344 (60.961)
Test: [110/164]	Loss 0.9052 (1.3393)	Accuracy 75.000 (62.669)
Test: [120/164]	Loss 1.0029 (1.3247)	Accuracy 75.781 (63.533)
Test: [130/164]	Loss 0.8449 (1.2963)	Accuracy 84.375 (64.569)
Test: [140/164]	Loss 1.3566 (1.2802)	Accuracy 65.625 (65.298)
Test: [150/164]	Loss 1.3928 (1.2716)	Accuracy 57.031 (65.309)
Test: [160/164]	Loss 1.7187 (1.2900)	Accuracy 52.344 (64.834)
 * Accuracy 64.692
Current best accuracy: 74.6604995727539
164.0041913986206
Current learning rate: 0.05
Epoch: [66][  0/383]	Loss 0.8463 (0.8463)	Accuracy 71.875 (71.875)
Epoch: [66][ 10/383]	Loss 0.9178 (0.8745)	Accuracy 72.656 (74.574)
Epoch: [66][ 20/383]	Loss 0.8419 (0.8725)	Accuracy 71.875 (73.921)
Epoch: [66][ 30/383]	Loss 0.7904 (0.8698)	Accuracy 76.562 (73.740)
Epoch: [66][ 40/383]	Loss 1.0215 (0.8858)	Accuracy 67.969 (72.904)
Epoch: [66][ 50/383]	Loss 0.9402 (0.8830)	Accuracy 71.094 (73.085)
Epoch: [66][ 60/383]	Loss 0.7393 (0.8802)	Accuracy 76.562 (73.258)
Epoch: [66][ 70/383]	Loss 0.8590 (0.8807)	Accuracy 73.438 (73.460)
Epoch: [66][ 80/383]	Loss 0.8993 (0.8820)	Accuracy 75.000 (73.476)
Epoch: [66][ 90/383]	Loss 0.7443 (0.8812)	Accuracy 82.031 (73.661)
Epoch: [66][100/383]	Loss 0.8572 (0.8836)	Accuracy 71.094 (73.546)
Epoch: [66][110/383]	Loss 0.9115 (0.8860)	Accuracy 70.312 (73.522)
Epoch: [66][120/383]	Loss 0.9574 (0.8873)	Accuracy 72.656 (73.483)
Epoch: [66][130/383]	Loss 0.9580 (0.8909)	Accuracy 68.750 (73.348)
Epoch: [66][140/383]	Loss 1.0196 (0.8889)	Accuracy 69.531 (73.410)
Epoch: [66][150/383]	Loss 0.9240 (0.8894)	Accuracy 71.875 (73.344)
Epoch: [66][160/383]	Loss 0.9192 (0.8909)	Accuracy 69.531 (73.190)
Epoch: [66][170/383]	Loss 0.8807 (0.8917)	Accuracy 71.875 (73.122)
Epoch: [66][180/383]	Loss 0.9735 (0.8921)	Accuracy 74.219 (73.135)
Epoch: [66][190/383]	Loss 0.8769 (0.8929)	Accuracy 75.000 (73.135)
Epoch: [66][200/383]	Loss 1.0829 (0.8944)	Accuracy 64.844 (73.111)
Epoch: [66][210/383]	Loss 0.9695 (0.8941)	Accuracy 68.750 (73.093)
Epoch: [66][220/383]	Loss 0.8696 (0.8942)	Accuracy 71.875 (73.063)
Epoch: [66][230/383]	Loss 0.9315 (0.8952)	Accuracy 74.219 (73.011)
Epoch: [66][240/383]	Loss 0.8755 (0.8951)	Accuracy 75.781 (73.019)
Epoch: [66][250/383]	Loss 1.0810 (0.8977)	Accuracy 67.188 (72.893)
Epoch: [66][260/383]	Loss 0.8081 (0.8976)	Accuracy 76.562 (72.866)
Epoch: [66][270/383]	Loss 0.8427 (0.8987)	Accuracy 75.781 (72.772)
Epoch: [66][280/383]	Loss 1.0442 (0.9007)	Accuracy 65.625 (72.715)
Epoch: [66][290/383]	Loss 0.8713 (0.8996)	Accuracy 77.344 (72.817)
Epoch: [66][300/383]	Loss 1.0606 (0.9012)	Accuracy 64.844 (72.726)
Epoch: [66][310/383]	Loss 0.8891 (0.9011)	Accuracy 73.438 (72.724)
Epoch: [66][320/383]	Loss 0.8848 (0.9025)	Accuracy 70.312 (72.615)
Epoch: [66][330/383]	Loss 0.9108 (0.9046)	Accuracy 71.875 (72.541)
Epoch: [66][340/383]	Loss 0.7560 (0.9034)	Accuracy 78.125 (72.606)
Epoch: [66][350/383]	Loss 0.8714 (0.9038)	Accuracy 74.219 (72.587)
Epoch: [66][360/383]	Loss 0.9010 (0.9043)	Accuracy 69.531 (72.546)
Epoch: [66][370/383]	Loss 0.9671 (0.9032)	Accuracy 72.656 (72.618)
Epoch: [66][380/383]	Loss 0.8539 (0.9035)	Accuracy 76.562 (72.599)
Test: [  0/164]	Loss 1.4643 (1.4643)	Accuracy 53.906 (53.906)
Test: [ 10/164]	Loss 0.7069 (1.2113)	Accuracy 78.125 (59.659)
Test: [ 20/164]	Loss 1.5602 (1.2424)	Accuracy 46.875 (58.929)
Test: [ 30/164]	Loss 1.1995 (1.2642)	Accuracy 60.938 (58.921)
Test: [ 40/164]	Loss 0.9498 (1.1741)	Accuracy 75.000 (62.843)
Test: [ 50/164]	Loss 0.6503 (1.1334)	Accuracy 85.156 (64.844)
Test: [ 60/164]	Loss 0.8832 (1.0992)	Accuracy 76.562 (66.291)
Test: [ 70/164]	Loss 0.7328 (1.0662)	Accuracy 77.344 (67.496)
Test: [ 80/164]	Loss 1.1162 (1.0155)	Accuracy 64.062 (69.416)
Test: [ 90/164]	Loss 1.1131 (1.0118)	Accuracy 71.094 (69.737)
Test: [100/164]	Loss 0.2526 (0.9802)	Accuracy 92.969 (71.094)
Test: [110/164]	Loss 0.4520 (0.9464)	Accuracy 87.500 (72.445)
Test: [120/164]	Loss 0.5002 (0.9087)	Accuracy 88.281 (73.747)
Test: [130/164]	Loss 0.3389 (0.8767)	Accuracy 94.531 (74.940)
Test: [140/164]	Loss 0.8810 (0.8518)	Accuracy 77.344 (75.748)
Test: [150/164]	Loss 1.2428 (0.8749)	Accuracy 54.688 (74.886)
Test: [160/164]	Loss 1.8589 (0.8981)	Accuracy 52.344 (74.093)
 * Accuracy 74.065
Current best accuracy: 74.6604995727539
172.39752912521362
Current learning rate: 0.05
Epoch: [67][  0/383]	Loss 0.9615 (0.9615)	Accuracy 69.531 (69.531)
Epoch: [67][ 10/383]	Loss 0.8446 (0.8729)	Accuracy 77.344 (74.503)
Epoch: [67][ 20/383]	Loss 0.8665 (0.8850)	Accuracy 77.344 (74.219)
Epoch: [67][ 30/383]	Loss 0.8491 (0.8968)	Accuracy 75.000 (73.614)
Epoch: [67][ 40/383]	Loss 0.8339 (0.8904)	Accuracy 78.125 (73.095)
Epoch: [67][ 50/383]	Loss 1.0042 (0.8882)	Accuracy 73.438 (73.146)
Epoch: [67][ 60/383]	Loss 0.8419 (0.8878)	Accuracy 75.000 (73.271)
Epoch: [67][ 70/383]	Loss 0.9937 (0.8875)	Accuracy 70.312 (73.239)
Epoch: [67][ 80/383]	Loss 0.9288 (0.8901)	Accuracy 73.438 (73.032)
Epoch: [67][ 90/383]	Loss 0.9689 (0.8867)	Accuracy 68.750 (73.231)
Epoch: [67][100/383]	Loss 1.0992 (0.8894)	Accuracy 64.844 (73.136)
Epoch: [67][110/383]	Loss 0.9170 (0.8919)	Accuracy 68.750 (73.001)
Epoch: [67][120/383]	Loss 0.9537 (0.8927)	Accuracy 71.094 (72.986)
Epoch: [67][130/383]	Loss 0.8252 (0.8909)	Accuracy 76.562 (73.056)
Epoch: [67][140/383]	Loss 0.8775 (0.8916)	Accuracy 71.875 (73.044)
Epoch: [67][150/383]	Loss 0.9838 (0.8947)	Accuracy 69.531 (72.941)
Epoch: [67][160/383]	Loss 1.0081 (0.8960)	Accuracy 69.531 (72.933)
Epoch: [67][170/383]	Loss 0.9427 (0.8949)	Accuracy 70.312 (72.848)
Epoch: [67][180/383]	Loss 0.9171 (0.8955)	Accuracy 74.219 (72.764)
Epoch: [67][190/383]	Loss 0.9871 (0.8957)	Accuracy 72.656 (72.775)
Epoch: [67][200/383]	Loss 1.1172 (0.8959)	Accuracy 61.719 (72.738)
Epoch: [67][210/383]	Loss 0.8923 (0.8939)	Accuracy 73.438 (72.815)
Epoch: [67][220/383]	Loss 0.9579 (0.8937)	Accuracy 67.188 (72.872)
Epoch: [67][230/383]	Loss 0.8235 (0.8942)	Accuracy 71.875 (72.825)
Epoch: [67][240/383]	Loss 0.7310 (0.8930)	Accuracy 80.469 (72.880)
Epoch: [67][250/383]	Loss 0.9673 (0.8926)	Accuracy 64.062 (72.899)
Epoch: [67][260/383]	Loss 0.9058 (0.8925)	Accuracy 75.000 (72.944)
Epoch: [67][270/383]	Loss 0.8961 (0.8946)	Accuracy 70.312 (72.855)
Epoch: [67][280/383]	Loss 0.7913 (0.8940)	Accuracy 78.125 (72.931)
Epoch: [67][290/383]	Loss 0.7933 (0.8941)	Accuracy 79.688 (72.930)
Epoch: [67][300/383]	Loss 0.8224 (0.8933)	Accuracy 76.562 (72.965)
Epoch: [67][310/383]	Loss 0.9506 (0.8937)	Accuracy 74.219 (72.958)
Epoch: [67][320/383]	Loss 1.0355 (0.8944)	Accuracy 66.406 (72.897)
Epoch: [67][330/383]	Loss 1.0007 (0.8941)	Accuracy 68.750 (72.916)
Epoch: [67][340/383]	Loss 0.9164 (0.8961)	Accuracy 71.875 (72.844)
Epoch: [67][350/383]	Loss 0.8880 (0.8953)	Accuracy 75.000 (72.839)
Epoch: [67][360/383]	Loss 0.9433 (0.8956)	Accuracy 67.969 (72.827)
Epoch: [67][370/383]	Loss 0.8421 (0.8959)	Accuracy 73.438 (72.797)
Epoch: [67][380/383]	Loss 0.8385 (0.8955)	Accuracy 75.000 (72.804)
Test: [  0/164]	Loss 1.2312 (1.2312)	Accuracy 61.719 (61.719)
Test: [ 10/164]	Loss 0.5152 (0.9190)	Accuracy 85.156 (70.241)
Test: [ 20/164]	Loss 1.0076 (0.9318)	Accuracy 63.281 (69.531)
Test: [ 30/164]	Loss 1.5569 (1.0614)	Accuracy 46.094 (65.423)
Test: [ 40/164]	Loss 1.1518 (1.0707)	Accuracy 67.969 (66.044)
Test: [ 50/164]	Loss 0.5514 (1.0697)	Accuracy 85.938 (66.575)
Test: [ 60/164]	Loss 0.6572 (1.0445)	Accuracy 82.812 (67.546)
Test: [ 70/164]	Loss 0.9355 (0.9888)	Accuracy 69.531 (69.476)
Test: [ 80/164]	Loss 1.8708 (1.0201)	Accuracy 37.500 (68.509)
Test: [ 90/164]	Loss 1.2181 (1.0633)	Accuracy 60.156 (67.102)
Test: [100/164]	Loss 0.3687 (1.0354)	Accuracy 91.406 (68.410)
Test: [110/164]	Loss 0.4525 (0.9932)	Accuracy 89.844 (70.010)
Test: [120/164]	Loss 0.6932 (0.9606)	Accuracy 85.938 (71.378)
Test: [130/164]	Loss 0.8024 (0.9553)	Accuracy 78.125 (71.797)
Test: [140/164]	Loss 1.1346 (0.9572)	Accuracy 66.406 (71.991)
Test: [150/164]	Loss 1.3929 (0.9506)	Accuracy 49.219 (72.025)
Test: [160/164]	Loss 1.7184 (0.9647)	Accuracy 52.344 (71.540)
 * Accuracy 71.444
Current best accuracy: 74.6604995727539
162.3001208305359
Current learning rate: 0.05
Epoch: [68][  0/383]	Loss 0.9156 (0.9156)	Accuracy 70.312 (70.312)
Epoch: [68][ 10/383]	Loss 0.8297 (0.8574)	Accuracy 72.656 (74.006)
Epoch: [68][ 20/383]	Loss 0.8863 (0.8702)	Accuracy 74.219 (73.698)
Epoch: [68][ 30/383]	Loss 0.8486 (0.8686)	Accuracy 72.656 (74.042)
Epoch: [68][ 40/383]	Loss 0.8230 (0.8757)	Accuracy 77.344 (73.609)
Epoch: [68][ 50/383]	Loss 0.8825 (0.8716)	Accuracy 71.875 (73.744)
Epoch: [68][ 60/383]	Loss 0.6725 (0.8696)	Accuracy 77.344 (73.873)
Epoch: [68][ 70/383]	Loss 0.6883 (0.8617)	Accuracy 81.250 (74.307)
Epoch: [68][ 80/383]	Loss 0.9800 (0.8635)	Accuracy 68.750 (74.344)
Epoch: [68][ 90/383]	Loss 0.9240 (0.8659)	Accuracy 71.875 (74.141)
Epoch: [68][100/383]	Loss 0.9827 (0.8683)	Accuracy 67.188 (74.018)
Epoch: [68][110/383]	Loss 0.8733 (0.8676)	Accuracy 75.781 (74.155)
Epoch: [68][120/383]	Loss 0.8654 (0.8685)	Accuracy 73.438 (74.103)
Epoch: [68][130/383]	Loss 0.8268 (0.8700)	Accuracy 75.000 (74.022)
Epoch: [68][140/383]	Loss 1.0234 (0.8733)	Accuracy 68.750 (73.881)
