Epoch: [0][ 0/96]	Loss 2.0977 (2.0977)	Accuracy 16.406 (16.406)
Epoch: [23][80/96]	Loss 0.9670 (0.9932)	Accuracy 63.281 (65.307)
Epoch: [23][90/96]	Loss 0.8810 (0.9929)	Accuracy 69.531 (65.359)
Test: [ 0/24]	Loss 0.8794 (0.8794)	Accuracy 70.312 (70.312)
Test: [10/24]	Loss 0.3603 (0.7212)	Accuracy 90.625 (76.278)
Test: [20/24]	Loss 0.6730 (0.7656)	Accuracy 76.562 (73.400)
 * Accuracy 73.827
Epoch: [24][ 0/96]	Loss 0.8968 (0.8968)	Accuracy 70.312 (70.312)
Epoch: [24][10/96]	Loss 1.0339 (0.9820)	Accuracy 60.938 (66.335)
Epoch: [24][20/96]	Loss 1.0690 (0.9680)	Accuracy 67.188 (66.964)
Epoch: [24][30/96]	Loss 0.9400 (0.9743)	Accuracy 67.969 (66.431)
Epoch: [24][40/96]	Loss 0.9808 (0.9788)	Accuracy 64.844 (66.006)
Epoch: [24][50/96]	Loss 1.0832 (0.9713)	Accuracy 63.281 (66.406)
Epoch: [24][60/96]	Loss 1.0140 (0.9780)	Accuracy 64.062 (66.214)
Epoch: [24][70/96]	Loss 1.0526 (0.9767)	Accuracy 66.406 (66.296)
Epoch: [24][80/96]	Loss 0.9962 (0.9763)	Accuracy 67.188 (66.329)
Epoch: [24][90/96]	Loss 0.9476 (0.9806)	Accuracy 64.062 (65.908)
Test: [ 0/24]	Loss 1.1615 (1.1615)	Accuracy 61.719 (61.719)
Test: [10/24]	Loss 0.3261 (0.6703)	Accuracy 92.188 (77.912)
Test: [20/24]	Loss 0.8947 (0.7518)	Accuracy 65.625 (74.144)
 * Accuracy 72.816
Epoch: [25][ 0/96]	Loss 1.0905 (1.0905)	Accuracy 59.375 (59.375)
Epoch: [25][10/96]	Loss 0.9685 (0.9954)	Accuracy 69.531 (64.986)
Epoch: [25][20/96]	Loss 1.2745 (0.9896)	Accuracy 52.344 (65.327)
Epoch: [25][30/96]	Loss 0.9657 (0.9849)	Accuracy 61.719 (65.247)
Epoch: [25][40/96]	Loss 0.7788 (0.9779)	Accuracy 75.781 (65.968)
Epoch: [25][50/96]	Loss 0.9544 (0.9751)	Accuracy 67.188 (66.207)
Epoch: [25][60/96]	Loss 1.0204 (0.9754)	Accuracy 61.719 (65.958)
Epoch: [25][70/96]	Loss 1.1287 (0.9770)	Accuracy 57.812 (65.856)
Epoch: [25][80/96]	Loss 0.9590 (0.9776)	Accuracy 68.750 (65.866)
Epoch: [25][90/96]	Loss 1.0626 (0.9752)	Accuracy 61.719 (65.908)
Test: [ 0/24]	Loss 0.8775 (0.8775)	Accuracy 68.750 (68.750)
Test: [10/24]	Loss 0.2872 (0.6734)	Accuracy 93.750 (77.415)
Test: [20/24]	Loss 0.7138 (0.7657)	Accuracy 77.344 (73.624)
 * Accuracy 73.892
Epoch: [26][ 0/96]	Loss 1.0647 (1.0647)	Accuracy 60.156 (60.156)
Epoch: [26][10/96]	Loss 0.9276 (0.9833)	Accuracy 66.406 (65.554)
Epoch: [26][20/96]	Loss 0.9139 (0.9769)	Accuracy 71.094 (65.699)
Epoch: [26][30/96]	Loss 0.9506 (0.9716)	Accuracy 67.188 (66.003)
Epoch: [26][40/96]	Loss 0.9807 (0.9703)	Accuracy 64.844 (65.777)
Epoch: [26][50/96]	Loss 0.9624 (0.9707)	Accuracy 66.406 (65.901)
Epoch: [26][60/96]	Loss 1.0196 (0.9718)	Accuracy 61.719 (65.996)
Epoch: [26][70/96]	Loss 1.0074 (0.9637)	Accuracy 67.969 (66.494)
Epoch: [26][80/96]	Loss 0.9914 (0.9620)	Accuracy 64.844 (66.686)
Epoch: [26][90/96]	Loss 0.9299 (0.9611)	Accuracy 71.094 (66.750)
Test: [ 0/24]	Loss 0.5188 (0.5188)	Accuracy 83.594 (83.594)
Test: [10/24]	Loss 0.4588 (0.6562)	Accuracy 85.938 (78.054)
Test: [20/24]	Loss 0.8648 (0.8436)	Accuracy 71.094 (71.280)
 * Accuracy 70.795
Epoch: [27][ 0/96]	Loss 0.9652 (0.9652)	Accuracy 65.625 (65.625)
Epoch: [27][10/96]	Loss 1.0430 (0.9677)	Accuracy 63.281 (66.193)
Epoch: [27][20/96]	Loss 1.1472 (0.9946)	Accuracy 58.594 (64.732)
Epoch: [27][30/96]	Loss 1.0396 (0.9779)	Accuracy 64.062 (65.827)
Epoch: [27][40/96]	Loss 0.9606 (0.9731)	Accuracy 68.750 (66.139)
Epoch: [27][50/96]	Loss 0.8602 (0.9744)	Accuracy 71.875 (65.977)
Epoch: [27][60/96]	Loss 0.9436 (0.9717)	Accuracy 65.625 (65.996)
Epoch: [27][70/96]	Loss 1.0543 (0.9664)	Accuracy 64.062 (66.329)
Epoch: [27][80/96]	Loss 1.0399 (0.9678)	Accuracy 64.062 (66.262)
Epoch: [27][90/96]	Loss 0.9344 (0.9681)	Accuracy 67.969 (66.209)
Test: [ 0/24]	Loss 0.9869 (0.9869)	Accuracy 64.062 (64.062)
Test: [10/24]	Loss 0.3501 (0.6852)	Accuracy 91.406 (76.491)
Test: [20/24]	Loss 0.8300 (0.7019)	Accuracy 67.188 (75.707)
 * Accuracy 74.837
Epoch: [28][ 0/96]	Loss 0.8808 (0.8808)	Accuracy 67.969 (67.969)
Epoch: [28][10/96]	Loss 1.0407 (0.9695)	Accuracy 58.594 (66.122)
Epoch: [28][20/96]	Loss 0.8923 (0.9440)	Accuracy 71.875 (67.894)
Epoch: [28][30/96]	Loss 0.8596 (0.9346)	Accuracy 73.438 (67.641)
Epoch: [28][40/96]	Loss 0.9864 (0.9428)	Accuracy 65.625 (67.149)
Epoch: [28][50/96]	Loss 0.8990 (0.9371)	Accuracy 67.969 (67.417)
Epoch: [28][60/96]	Loss 1.0003 (0.9395)	Accuracy 61.719 (67.610)
Epoch: [28][70/96]	Loss 0.9736 (0.9456)	Accuracy 67.188 (67.463)
Epoch: [28][80/96]	Loss 0.8265 (0.9450)	Accuracy 73.438 (67.458)
Epoch: [28][90/96]	Loss 0.9642 (0.9481)	Accuracy 67.188 (67.419)
Test: [ 0/24]	Loss 0.7698 (0.7698)	Accuracy 75.000 (75.000)
Test: [10/24]	Loss 0.5707 (0.7260)	Accuracy 85.156 (75.426)
Test: [20/24]	Loss 0.7455 (0.7531)	Accuracy 71.875 (74.442)
 * Accuracy 74.446
Epoch: [29][ 0/96]	Loss 0.9720 (0.9720)	Accuracy 64.062 (64.062)
Epoch: [29][10/96]	Loss 0.9800 (0.9439)	Accuracy 67.188 (66.690)
Epoch: [29][20/96]	Loss 0.7779 (0.9290)	Accuracy 70.312 (67.522)
Epoch: [29][30/96]	Loss 1.0007 (0.9305)	Accuracy 66.406 (67.792)
Epoch: [29][40/96]	Loss 1.1221 (0.9356)	Accuracy 59.375 (67.664)
Epoch: [29][50/96]	Loss 0.9747 (0.9314)	Accuracy 65.625 (67.816)
Epoch: [29][60/96]	Loss 1.1098 (0.9369)	Accuracy 64.062 (67.444)
Epoch: [29][70/96]	Loss 0.9937 (0.9339)	Accuracy 66.406 (67.650)
Epoch: [29][80/96]	Loss 1.1707 (0.9441)	Accuracy 59.375 (67.380)
Epoch: [29][90/96]	Loss 0.9231 (0.9432)	Accuracy 70.312 (67.462)
Test: [ 0/24]	Loss 0.7676 (0.7676)	Accuracy 74.219 (74.219)
Test: [10/24]	Loss 0.4368 (0.6734)	Accuracy 89.062 (78.054)
Test: [20/24]	Loss 0.8358 (0.7111)	Accuracy 69.531 (76.376)
 * Accuracy 75.000
Epoch: [30][ 0/96]	Loss 0.8397 (0.8397)	Accuracy 66.406 (66.406)
Epoch: [30][10/96]	Loss 0.9487 (0.9194)	Accuracy 67.969 (67.614)
Epoch: [30][20/96]	Loss 1.0401 (0.9226)	Accuracy 60.156 (68.118)
Epoch: [30][30/96]	Loss 0.9254 (0.9190)	Accuracy 67.969 (68.674)
Epoch: [30][40/96]	Loss 0.8979 (0.9215)	Accuracy 73.438 (68.502)
Epoch: [30][50/96]	Loss 0.9354 (0.9177)	Accuracy 69.531 (68.459)
Epoch: [30][60/96]	Loss 0.9644 (0.9246)	Accuracy 64.062 (68.148)
Epoch: [30][70/96]	Loss 0.8936 (0.9232)	Accuracy 73.438 (68.354)
Epoch: [30][80/96]	Loss 1.0081 (0.9237)	Accuracy 60.156 (68.383)
Epoch: [30][90/96]	Loss 0.8226 (0.9251)	Accuracy 71.094 (68.278)
Test: [ 0/24]	Loss 0.6933 (0.6933)	Accuracy 77.344 (77.344)
Test: [10/24]	Loss 0.4082 (0.6309)	Accuracy 89.844 (78.693)
Test: [20/24]	Loss 0.6451 (0.7054)	Accuracy 80.469 (75.632)
 * Accuracy 75.750
Epoch: [31][ 0/96]	Loss 0.9714 (0.9714)	Accuracy 65.625 (65.625)
Epoch: [31][10/96]	Loss 0.8573 (0.8870)	Accuracy 69.531 (69.247)
Epoch: [31][20/96]	Loss 0.9808 (0.8819)	Accuracy 63.281 (69.345)
Epoch: [31][30/96]	Loss 0.9081 (0.8995)	Accuracy 74.219 (69.052)
Epoch: [31][40/96]	Loss 0.7767 (0.8963)	Accuracy 77.344 (69.150)
Epoch: [31][50/96]	Loss 0.9143 (0.9037)	Accuracy 67.188 (68.842)
Epoch: [31][60/96]	Loss 0.7664 (0.9023)	Accuracy 74.219 (68.981)
Epoch: [31][70/96]	Loss 0.7648 (0.9004)	Accuracy 76.562 (69.036)
Epoch: [31][80/96]	Loss 0.9287 (0.9049)	Accuracy 68.750 (68.856)
Epoch: [31][90/96]	Loss 0.8017 (0.9062)	Accuracy 73.438 (68.810)
Test: [ 0/24]	Loss 0.6830 (0.6830)	Accuracy 76.562 (76.562)
Test: [10/24]	Loss 0.3941 (0.6277)	Accuracy 90.625 (79.048)
Test: [20/24]	Loss 0.7348 (0.6906)	Accuracy 75.000 (76.451)
 * Accuracy 75.913
Epoch: [32][ 0/96]	Loss 0.8686 (0.8686)	Accuracy 72.656 (72.656)
Epoch: [32][10/96]	Loss 0.8435 (0.9083)	Accuracy 72.656 (67.969)
Epoch: [32][20/96]	Loss 0.8858 (0.9018)	Accuracy 69.531 (68.341)
Epoch: [32][30/96]	Loss 1.0134 (0.9232)	Accuracy 57.812 (67.440)
Epoch: [32][40/96]	Loss 1.0413 (0.9201)	Accuracy 61.719 (67.873)
Epoch: [32][50/96]	Loss 0.9095 (0.9122)	Accuracy 71.094 (68.413)
Epoch: [32][60/96]	Loss 0.8387 (0.9064)	Accuracy 69.531 (68.686)
Epoch: [32][70/96]	Loss 0.8777 (0.9021)	Accuracy 71.094 (68.838)
Epoch: [32][80/96]	Loss 0.9683 (0.9028)	Accuracy 68.750 (68.769)
Epoch: [32][90/96]	Loss 0.8923 (0.9002)	Accuracy 70.312 (68.870)
Test: [ 0/24]	Loss 0.6786 (0.6786)	Accuracy 78.125 (78.125)
Test: [10/24]	Loss 0.4145 (0.6397)	Accuracy 89.062 (78.551)
Test: [20/24]	Loss 0.6346 (0.7008)	Accuracy 81.250 (75.781)
 * Accuracy 75.880
Epoch: [33][ 0/96]	Loss 0.8356 (0.8356)	Accuracy 76.562 (76.562)
Epoch: [33][10/96]	Loss 0.8889 (0.8718)	Accuracy 69.531 (70.526)
Epoch: [33][20/96]	Loss 1.0002 (0.8878)	Accuracy 71.094 (69.829)
Epoch: [33][30/96]	Loss 0.8928 (0.8921)	Accuracy 71.875 (69.405)
Epoch: [33][40/96]	Loss 0.8279 (0.8936)	Accuracy 71.875 (69.741)
Epoch: [33][50/96]	Loss 0.8623 (0.8910)	Accuracy 72.656 (69.792)
Epoch: [33][60/96]	Loss 0.9898 (0.8917)	Accuracy 67.188 (69.595)
Epoch: [33][70/96]	Loss 1.0095 (0.8949)	Accuracy 67.969 (69.487)
Epoch: [33][80/96]	Loss 0.7061 (0.8976)	Accuracy 75.000 (69.165)
Epoch: [33][90/96]	Loss 0.8708 (0.9015)	Accuracy 67.969 (69.111)
Test: [ 0/24]	Loss 0.8209 (0.8209)	Accuracy 71.094 (71.094)
Test: [10/24]	Loss 0.4003 (0.6510)	Accuracy 91.406 (78.551)
Test: [20/24]	Loss 0.6784 (0.6897)	Accuracy 78.906 (76.749)
 * Accuracy 76.695
Epoch: [34][ 0/96]	Loss 0.9778 (0.9778)	Accuracy 64.062 (64.062)
Epoch: [34][10/96]	Loss 1.0605 (0.9084)	Accuracy 63.281 (68.679)
Epoch: [34][20/96]	Loss 0.9779 (0.8989)	Accuracy 67.188 (69.048)
Epoch: [34][30/96]	Loss 0.9033 (0.9003)	Accuracy 61.719 (68.750)
Epoch: [34][40/96]	Loss 0.7510 (0.8978)	Accuracy 75.000 (68.979)
Epoch: [34][50/96]	Loss 0.9547 (0.9024)	Accuracy 65.625 (68.827)
Epoch: [34][60/96]	Loss 0.9444 (0.8934)	Accuracy 65.625 (69.224)
Epoch: [34][70/96]	Loss 0.7204 (0.8985)	Accuracy 75.781 (69.102)
Epoch: [34][80/96]	Loss 0.9967 (0.8937)	Accuracy 66.406 (69.271)
Epoch: [34][90/96]	Loss 0.9518 (0.8916)	Accuracy 66.406 (69.497)
Test: [ 0/24]	Loss 0.7484 (0.7484)	Accuracy 74.219 (74.219)
Test: [10/24]	Loss 0.3722 (0.6383)	Accuracy 92.188 (78.906)
Test: [20/24]	Loss 0.7071 (0.6854)	Accuracy 75.781 (76.823)
 * Accuracy 76.434
Epoch: [35][ 0/96]	Loss 1.0206 (1.0206)	Accuracy 68.750 (68.750)
Epoch: [35][10/96]	Loss 0.8719 (0.9220)	Accuracy 71.875 (68.040)
Epoch: [35][20/96]	Loss 0.9038 (0.9152)	Accuracy 73.438 (68.564)
Epoch: [35][30/96]	Loss 0.9474 (0.9124)	Accuracy 65.625 (68.624)
Epoch: [35][40/96]	Loss 1.1155 (0.9068)	Accuracy 61.719 (68.674)
Epoch: [35][50/96]	Loss 0.8548 (0.9093)	Accuracy 75.000 (68.612)
Epoch: [35][60/96]	Loss 0.9800 (0.9102)	Accuracy 64.062 (68.776)
Epoch: [35][70/96]	Loss 0.8981 (0.9022)	Accuracy 69.531 (69.157)
Epoch: [35][80/96]	Loss 0.9810 (0.9049)	Accuracy 64.844 (68.924)
Epoch: [35][90/96]	Loss 0.9520 (0.9043)	Accuracy 64.062 (68.990)
Test: [ 0/24]	Loss 0.8420 (0.8420)	Accuracy 67.969 (67.969)
Test: [10/24]	Loss 0.3927 (0.6619)	Accuracy 91.406 (78.054)
Test: [20/24]	Loss 0.7363 (0.6856)	Accuracy 73.438 (76.897)
 * Accuracy 76.434
Epoch: [36][ 0/96]	Loss 0.9044 (0.9044)	Accuracy 71.875 (71.875)
Epoch: [36][10/96]	Loss 0.8113 (0.8839)	Accuracy 71.094 (70.028)
Epoch: [36][20/96]	Loss 0.8487 (0.8733)	Accuracy 70.312 (69.271)
Epoch: [36][30/96]	Loss 0.8621 (0.8715)	Accuracy 69.531 (69.355)
Epoch: [36][40/96]	Loss 0.8640 (0.8736)	Accuracy 65.625 (69.493)
Epoch: [36][50/96]	Loss 0.9619 (0.8786)	Accuracy 64.844 (69.347)
Epoch: [36][60/96]	Loss 0.9198 (0.8872)	Accuracy 67.188 (69.109)
Epoch: [36][70/96]	Loss 0.9998 (0.8879)	Accuracy 63.281 (69.234)
Epoch: [36][80/96]	Loss 0.8546 (0.8904)	Accuracy 70.312 (69.252)
Epoch: [36][90/96]	Loss 1.0504 (0.8935)	Accuracy 61.719 (69.196)
Test: [ 0/24]	Loss 0.7224 (0.7224)	Accuracy 74.219 (74.219)
Test: [10/24]	Loss 0.3757 (0.6269)	Accuracy 92.188 (79.190)
Test: [20/24]	Loss 0.6951 (0.6810)	Accuracy 76.562 (76.786)
 * Accuracy 76.597
Epoch: [37][ 0/96]	Loss 0.9359 (0.9359)	Accuracy 67.188 (67.188)
Epoch: [37][10/96]	Loss 0.9186 (0.9127)	Accuracy 68.750 (66.974)
Epoch: [37][20/96]	Loss 0.7350 (0.9149)	Accuracy 78.906 (67.597)
Epoch: [37][30/96]	Loss 0.9021 (0.9114)	Accuracy 70.312 (67.969)
Epoch: [37][40/96]	Loss 0.7995 (0.9177)	Accuracy 72.656 (68.102)
Epoch: [37][50/96]	Loss 1.0158 (0.9146)	Accuracy 63.281 (68.398)
Epoch: [37][60/96]	Loss 0.7937 (0.9065)	Accuracy 68.750 (68.686)
Epoch: [37][70/96]	Loss 0.8139 (0.8975)	Accuracy 73.438 (69.025)
Epoch: [37][80/96]	Loss 0.7562 (0.8956)	Accuracy 72.656 (68.991)
Epoch: [37][90/96]	Loss 0.6976 (0.8906)	Accuracy 76.562 (69.282)
Test: [ 0/24]	Loss 0.7924 (0.7924)	Accuracy 71.094 (71.094)
Test: [10/24]	Loss 0.3701 (0.6452)	Accuracy 92.188 (78.338)
Test: [20/24]	Loss 0.6645 (0.6821)	Accuracy 78.906 (76.525)
 * Accuracy 76.630
Epoch: [38][ 0/96]	Loss 0.9792 (0.9792)	Accuracy 64.844 (64.844)
Epoch: [38][10/96]	Loss 0.7604 (0.8904)	Accuracy 73.438 (69.247)
Epoch: [38][20/96]	Loss 0.9943 (0.8919)	Accuracy 64.062 (69.271)
Epoch: [38][30/96]	Loss 0.7494 (0.8827)	Accuracy 73.438 (69.884)
Epoch: [38][40/96]	Loss 0.9940 (0.8841)	Accuracy 66.406 (69.684)
Epoch: [38][50/96]	Loss 0.9305 (0.8866)	Accuracy 67.969 (69.393)
Epoch: [38][60/96]	Loss 0.8914 (0.8900)	Accuracy 68.750 (69.211)
Epoch: [38][70/96]	Loss 0.9262 (0.8894)	Accuracy 66.406 (69.201)
Epoch: [38][80/96]	Loss 0.9050 (0.8893)	Accuracy 71.875 (69.232)
Epoch: [38][90/96]	Loss 0.7842 (0.8935)	Accuracy 75.781 (69.179)
Test: [ 0/24]	Loss 0.7779 (0.7779)	Accuracy 73.438 (73.438)
Test: [10/24]	Loss 0.4341 (0.6601)	Accuracy 88.281 (77.415)
Test: [20/24]	Loss 0.7040 (0.6841)	Accuracy 72.656 (76.562)
 * Accuracy 76.467
Epoch: [39][ 0/96]	Loss 0.9086 (0.9086)	Accuracy 72.656 (72.656)
Epoch: [39][10/96]	Loss 0.8311 (0.9277)	Accuracy 71.875 (69.105)
Epoch: [39][20/96]	Loss 0.9155 (0.9101)	Accuracy 69.531 (69.271)
Epoch: [39][30/96]	Loss 0.7404 (0.8971)	Accuracy 72.656 (69.405)
Epoch: [39][40/96]	Loss 0.9520 (0.8930)	Accuracy 66.406 (69.588)
Epoch: [39][50/96]	Loss 0.8917 (0.8894)	Accuracy 66.406 (69.562)
Epoch: [39][60/96]	Loss 0.9120 (0.8844)	Accuracy 67.969 (69.531)
Epoch: [39][70/96]	Loss 0.9995 (0.8898)	Accuracy 62.500 (69.179)
Epoch: [39][80/96]	Loss 0.9258 (0.8924)	Accuracy 72.656 (69.078)
Epoch: [39][90/96]	Loss 0.9485 (0.8909)	Accuracy 67.969 (69.239)
Test: [ 0/24]	Loss 0.7534 (0.7534)	Accuracy 75.000 (75.000)
Test: [10/24]	Loss 0.4317 (0.6525)	Accuracy 89.844 (78.551)
Test: [20/24]	Loss 0.6852 (0.6888)	Accuracy 75.000 (76.897)
 * Accuracy 76.890
Epoch: [40][ 0/96]	Loss 0.7979 (0.7979)	Accuracy 73.438 (73.438)
Epoch: [40][10/96]	Loss 0.8805 (0.8964)	Accuracy 67.188 (68.608)
Epoch: [40][20/96]	Loss 0.9189 (0.8912)	Accuracy 64.844 (69.420)
Epoch: [40][30/96]	Loss 0.8586 (0.8847)	Accuracy 75.000 (69.909)
Epoch: [40][40/96]	Loss 0.8774 (0.8821)	Accuracy 70.312 (70.008)
Epoch: [40][50/96]	Loss 0.9288 (0.8754)	Accuracy 67.188 (70.251)
Epoch: [40][60/96]	Loss 1.0029 (0.8763)	Accuracy 64.062 (70.159)
Epoch: [40][70/96]	Loss 0.7415 (0.8836)	Accuracy 78.125 (70.081)
Epoch: [40][80/96]	Loss 0.8797 (0.8837)	Accuracy 67.969 (70.052)
Epoch: [40][90/96]	Loss 0.8938 (0.8838)	Accuracy 70.312 (70.098)
Test: [ 0/24]	Loss 0.8407 (0.8407)	Accuracy 68.750 (68.750)
Test: [10/24]	Loss 0.3806 (0.6521)	Accuracy 89.844 (77.983)
Test: [20/24]	Loss 0.6932 (0.6792)	Accuracy 74.219 (76.525)
 * Accuracy 76.434
Epoch: [41][ 0/96]	Loss 0.9556 (0.9556)	Accuracy 68.750 (68.750)
Epoch: [41][10/96]	Loss 0.7730 (0.8571)	Accuracy 76.562 (70.810)
Epoch: [41][20/96]	Loss 0.8251 (0.8750)	Accuracy 73.438 (69.829)
Epoch: [41][30/96]	Loss 0.8524 (0.8747)	Accuracy 71.094 (70.010)
Epoch: [41][40/96]	Loss 0.9365 (0.8708)	Accuracy 66.406 (69.989)
Epoch: [41][50/96]	Loss 0.8173 (0.8748)	Accuracy 72.656 (69.684)
Epoch: [41][60/96]	Loss 0.8841 (0.8834)	Accuracy 68.750 (69.275)
Epoch: [41][70/96]	Loss 0.8915 (0.8810)	Accuracy 67.188 (69.531)
Epoch: [41][80/96]	Loss 1.0040 (0.8825)	Accuracy 70.312 (69.579)
Epoch: [41][90/96]	Loss 0.9654 (0.8913)	Accuracy 64.844 (69.102)
Test: [ 0/24]	Loss 0.8689 (0.8689)	Accuracy 68.750 (68.750)
Test: [10/24]	Loss 0.3471 (0.6424)	Accuracy 92.188 (78.906)
Test: [20/24]	Loss 0.7107 (0.6760)	Accuracy 75.781 (77.009)
 * Accuracy 76.793
Epoch: [42][ 0/96]	Loss 0.9088 (0.9088)	Accuracy 71.094 (71.094)
Epoch: [42][10/96]	Loss 0.7816 (0.8721)	Accuracy 74.219 (70.952)
Epoch: [42][20/96]	Loss 0.8276 (0.8826)	Accuracy 71.875 (70.722)
Epoch: [42][30/96]	Loss 0.8950 (0.8809)	Accuracy 71.875 (70.615)
Epoch: [42][40/96]	Loss 0.8488 (0.8865)	Accuracy 71.094 (70.332)
Epoch: [42][50/96]	Loss 0.8625 (0.8890)	Accuracy 69.531 (70.037)
Epoch: [42][60/96]	Loss 1.0318 (0.8897)	Accuracy 62.500 (69.928)
Epoch: [42][70/96]	Loss 0.8811 (0.8866)	Accuracy 71.875 (69.993)
Epoch: [42][80/96]	Loss 1.0173 (0.8847)	Accuracy 64.062 (69.975)
Epoch: [42][90/96]	Loss 0.8254 (0.8887)	Accuracy 70.312 (69.789)
Test: [ 0/24]	Loss 0.7758 (0.7758)	Accuracy 71.875 (71.875)
Test: [10/24]	Loss 0.4502 (0.6713)	Accuracy 89.062 (77.202)
Test: [20/24]	Loss 0.6614 (0.6925)	Accuracy 75.781 (76.004)
 * Accuracy 76.141
Epoch: [43][ 0/96]	Loss 0.8401 (0.8401)	Accuracy 74.219 (74.219)
Epoch: [43][10/96]	Loss 0.8565 (0.8715)	Accuracy 72.656 (70.881)
Epoch: [43][20/96]	Loss 0.8218 (0.8631)	Accuracy 72.656 (70.312)
Epoch: [43][30/96]	Loss 0.9074 (0.8723)	Accuracy 66.406 (70.086)
Epoch: [43][40/96]	Loss 0.9319 (0.8902)	Accuracy 69.531 (69.303)
Epoch: [43][50/96]	Loss 0.8504 (0.8798)	Accuracy 71.875 (69.960)
Epoch: [43][60/96]	Loss 0.7969 (0.8841)	Accuracy 68.750 (69.826)
Epoch: [43][70/96]	Loss 0.9817 (0.8880)	Accuracy 65.625 (69.641)
Epoch: [43][80/96]	Loss 0.9823 (0.8866)	Accuracy 66.406 (69.666)
Epoch: [43][90/96]	Loss 0.9478 (0.8864)	Accuracy 67.188 (69.694)
Test: [ 0/24]	Loss 0.7923 (0.7923)	Accuracy 71.094 (71.094)
Test: [10/24]	Loss 0.3758 (0.6379)	Accuracy 92.188 (78.622)
Test: [20/24]	Loss 0.6824 (0.6771)	Accuracy 78.125 (77.158)
 * Accuracy 76.825
Epoch: [44][ 0/96]	Loss 0.7440 (0.7440)	Accuracy 78.125 (78.125)
Epoch: [44][10/96]	Loss 1.0184 (0.8883)	Accuracy 69.531 (70.810)
Epoch: [44][20/96]	Loss 0.7969 (0.8921)	Accuracy 75.000 (70.238)
Epoch: [44][30/96]	Loss 0.7632 (0.8865)	Accuracy 74.219 (70.237)
Epoch: [44][40/96]	Loss 0.7968 (0.8955)	Accuracy 76.562 (69.893)
Epoch: [44][50/96]	Loss 0.8838 (0.8948)	Accuracy 71.875 (69.945)
Epoch: [44][60/96]	Loss 0.7733 (0.8872)	Accuracy 75.000 (70.210)
Epoch: [44][70/96]	Loss 0.8717 (0.8815)	Accuracy 73.438 (70.467)
Epoch: [44][80/96]	Loss 0.8394 (0.8811)	Accuracy 73.438 (70.409)
Epoch: [44][90/96]	Loss 0.7617 (0.8789)	Accuracy 75.000 (70.441)
Test: [ 0/24]	Loss 0.7385 (0.7385)	Accuracy 73.438 (73.438)
Test: [10/24]	Loss 0.3715 (0.6286)	Accuracy 91.406 (79.403)
Test: [20/24]	Loss 0.7000 (0.6721)	Accuracy 76.562 (77.269)
 * Accuracy 76.793
Epoch: [45][ 0/96]	Loss 0.7138 (0.7138)	Accuracy 79.688 (79.688)
Epoch: [45][10/96]	Loss 0.9242 (0.8632)	Accuracy 67.969 (70.739)
Epoch: [45][20/96]	Loss 1.0300 (0.8730)	Accuracy 64.844 (70.164)
Epoch: [45][30/96]	Loss 0.9938 (0.8895)	Accuracy 65.625 (69.632)
Epoch: [45][40/96]	Loss 0.8464 (0.8829)	Accuracy 72.656 (69.950)
Epoch: [45][50/96]	Loss 0.9071 (0.8840)	Accuracy 67.188 (69.700)
Epoch: [45][60/96]	Loss 0.9597 (0.8804)	Accuracy 64.844 (69.736)
Epoch: [45][70/96]	Loss 0.7905 (0.8733)	Accuracy 72.656 (69.960)
Epoch: [45][80/96]	Loss 0.9957 (0.8706)	Accuracy 67.969 (70.120)
Epoch: [45][90/96]	Loss 0.7276 (0.8726)	Accuracy 75.781 (70.081)
Test: [ 0/24]	Loss 0.7488 (0.7488)	Accuracy 73.438 (73.438)
Test: [10/24]	Loss 0.3998 (0.6374)	Accuracy 90.625 (78.977)
Test: [20/24]	Loss 0.6777 (0.6759)	Accuracy 77.344 (77.307)
 * Accuracy 77.053
Epoch: [46][ 0/96]	Loss 0.8659 (0.8659)	Accuracy 71.094 (71.094)
Epoch: [46][10/96]	Loss 1.0059 (0.8779)	Accuracy 61.719 (68.963)
Epoch: [46][20/96]	Loss 0.8519 (0.8793)	Accuracy 69.531 (69.457)
Epoch: [46][30/96]	Loss 0.8279 (0.8674)	Accuracy 71.094 (70.086)
Epoch: [46][40/96]	Loss 0.9501 (0.8878)	Accuracy 71.875 (69.264)
Epoch: [46][50/96]	Loss 0.8643 (0.8772)	Accuracy 67.969 (69.577)
Epoch: [46][60/96]	Loss 0.8186 (0.8787)	Accuracy 72.656 (69.595)
Epoch: [46][70/96]	Loss 0.8189 (0.8738)	Accuracy 68.750 (69.894)
Epoch: [46][80/96]	Loss 0.9588 (0.8722)	Accuracy 65.625 (70.023)
Epoch: [46][90/96]	Loss 0.9152 (0.8759)	Accuracy 65.625 (69.832)
Test: [ 0/24]	Loss 0.8052 (0.8052)	Accuracy 69.531 (69.531)
Test: [10/24]	Loss 0.3743 (0.6386)	Accuracy 91.406 (78.693)
Test: [20/24]	Loss 0.6821 (0.6756)	Accuracy 78.125 (77.232)
 * Accuracy 76.988
Epoch: [47][ 0/96]	Loss 0.8146 (0.8146)	Accuracy 71.094 (71.094)
Epoch: [47][10/96]	Loss 0.9210 (0.8636)	Accuracy 63.281 (69.744)
Epoch: [47][20/96]	Loss 0.9901 (0.8911)	Accuracy 66.406 (69.345)
