name,format
double-crossed,"double-crossing,double-crossedness,double-crossed,double-crossedly,double-crosseds,double-cross,double-crosses"
doubtful,"doubts,doubting,doubtfuls,doubted,doubt,doubtful,doubtfully,doubtfulness"
down-to-earth,"down-to-earth,down-to-earthness,down-to-earths"
downcast,"downcast,downcasted,downcasting,downcasters,downcasts,downcaster"
downhearted,"downhearting,downheartedness,downhearted,downhearteds,downhearts,downheartedly,downheart"
dozy,"dozing,dozes,dozier,dozy,dozed,doziest,dozies,doze,dozily,doziness"
drained,"drainage,draining,drainer,drainers,drains,drain,drained"
dread,"dreadfulness,dreaded,dreadful,dreads,dread,dreadfully,dreading"
dreadful,"dreadfulness,dreaded,dreadfuls,dreadful,dreads,dread,dreadfully,dreading"
drive,"drive,driving,drove,drives,drivers,driven,driver"
driven away,"drive away,drove away,drives away,driving away,driven away"
drowsy,"drowsed,drowse,drowsier,drowsing,drowses,drowsiest,drowsy,drowsily,drowsiness"
dubious,"doubts,doubting,doubted,dubiously,doubt,dubious,dubiousness"
dull,"dulled,dull,dulls,duller,dulling,dullness,dullest"
dulled,"dulled,dulleds,dull,dully,dulls,duller,dulling,dullness,dullest"
dumb,"dumbly,dumbest,dumbs,dumb,dumber,dumbing,dumbness,dumbed"
dumbfounded,"dumbfoundedly,dumbfounded,dumbfound,dumbfoundment,dumbfounding,dumbfounds"
duped,"dupe,duping,duped,dupedly,dupedness,dupeds,dupes"
dynamic,"dynamisms,dynamics,dynamically,dynamism,dynamic"
dysphoric,"dysphoric,dysphoria,dysphorias"
eager to know,"eagerly to know,eagerness to knowing,eagerly to knowing,eagerness to know,eager to know,eager to knowing"
eager to learn,"eager to learn,eagerness to learn"
eager,"eager,eagers,eagerness,eagerly"
ease,"eased,easefulness,easing,easefully,eases,ease,easeful"
eased,"eased,easefulness,easing,easefully,eases,ease,easeful"
easing,"eased,easer,easers,easing,easingly,eases,ease"
easygoing,"easygoingness,easygoingly,easygoings,easygo,easygoing,easygoes,easywent"
eccentric,"eccentric,eccentrics,eccentricities,eccentricity"
ecstatic,"ecstatically,ecstasy,ecstatic,ecstasies"
edgy,"edginess,edgily,edges,edgiest,edgier,edging,edge,edged,edgy"
effective,"effectively,effectives,effect,effects,effective,effected,effectiveness,effecting"
egocentric,"egocentric,egocentrics,egocentrically"
egotistical,"egotist,egotism,egotistical,egotistically,egotisms,egotists"
elated,"elated,elatedness,elating,elation,elatedly,elate,elates"
elation,"elated,elations,elating,elation,elate,elates"
eluding,"eludings,elude,elusion,eludes,elusive,eluded,eluding"
embarrassed,"embarrassedness,embarrass,embarrassing,embarrassed,embarrassment,embarrassedly,embarrasseds,embarrasses"
embodied,"embodying,embodiment,embodiments,embodies,embodied,embody"
embrace,"embraceful,embracive,embrac,embraceability,embrace,embracements,embraceably,embraciveness,embracement,embraces,embracee,embracees,embracer,embracing,embracery,embracers,embraceless,embraced,embraceable"
embraced,"embraceful,embraced,embracefuls,embracement,embracefulness,embrace,embracing,embracers,embraces,embracefully,embracer"
emotional,"emotionals,emotional,emotionally,emotions,emotion"
emotionless,"emotionlessness,emotional,emotionally,emotions,emotionless,emotion,emotionlessly"
empathy,"empathetic,empathize,empathised,empathized,empathy,empathises,empathise,empathising,empathizes,empathetically,empathizing"
empty,empty
enchanting,"enchant,enchantingly,enchantings,enchantment,enchanting,enchants,enchanted"
encourage,"encouragement,encourages,encouragements,encouraged,encouraging,encourage"
encouraged,"encouragement,encourages,encouragements,encouraged,encouraging,encourage"
encouraging,"encouragement,encourages,encouragingly,encouraged,encouraging,encourage"
endangered,"endanger,endangerment,endangering,endangereds,endangered,endangers"
endorsement,"endorses,endorse,endorsed,endorsement,endorsements,endorsing"
energetic,"energetic,energetics,energetically"
energize,"energizing,energize,energizes,energized,energization,energizer,energizers"
energized,"energizing,energizes,energize,energized,energization,energizer,energizations,energizeds,energizers,energizable"
energizing,"energizings,energizing,energizes,energize,energized,energizingly,energization"
engaged,"engagement,engages,engage,engaging,engageds,engaged,engagements"
engaging,"engagement,engages,engagingly,engage,engaging,engaged"
engrossed,"engrossedly,engrossed,engrosses,engrossedness,engrosseds,engrossing,engross,engrossment"
enjoyable,"enjoy,enjoying,enjoyment,enjoyableness,enjoyables,enjoyably,enjoyable,enjoys,enjoyed"
enjoyed,"enjoy,enjoying,enjoyment,enjoyables,enjoyably,enjoyable,enjoys,enjoyed"
enlightened,"enlighten,enlightened,enlightenedness,enlightening,enlightenedly,enlighteneds,enlightenment,enlightens"
enraged,"enragedly,enraged,enrage,enragement,enraging,enrages"
entertained,"entertains,entertainment,entertain,entertained,entertainedly,entertaineds,entertainedness,entertaining"
enthralling,"enthrallments,enthralls,enthralled,enthrall,enthrallment,enthralling"
enthusiastic,"enthusiastic,enthusiastically,enthusiasm"
envious,"envies,envious,enviousness,envy,envied,envying,enviously"
erotic,"erotic,eroticisms,eroticism,erotically,erotics"
erratic,"erratic,erratics,erratically"
escape,"escaper,escapers,escapism,escapes,escape,escaped,escaping"
escaping,"escapings,escapes,escape,escaped,escaping"
escapism,"escapism,escapes,escapist,escapisms,escape,escapists,escaped,escaping"
essential,"essentialize,essentially,essentializing,essence,essentiality,essential,essentializes,essentials,essences"
esteemed,"estimate,esteems,esteemeds,estimation,estimating,esteem,estimates,estimated,esteemed,esteeming,esteemly,esteemness"
estranged,"estranging,estranges,estrange,estranged,estrangement"
evading,"evaders,evades,evader,evaded,evading,evade,evadability,evadable"
evaluative,"evaluatively,evaluator,evaluations,evaluates,evaluate,evaluated,evaluative,evaluating,evaluation,evaluatives"
evaporated,"evaporates,evaporateness,evaporateds,evaporately,evaporating,evaporate,evaporated,evaporation"
evasion,"evades,evader,evasion,evasions,evaded,evading,evade,evasive"
exasperated,"exasperating,exasperate,exasperates,exasperation,exasperated,exasperations"
exceptional,"exceptionalness,exceptionally,exceptional,exception,exceptions"
excitable,"excitability,excites,excitable,exciting,excitably,excited,excitables,excite"
excited,"excitedly,excites,exciting,excited,excite,excitement"
exciting,"excites,exciting,excited,excitingly,excite,excitement"
excluded,"excluded,exclusions,excluding,exclusion,excludes,exclude"
exemplified,"exemplifies,exemplified,exemplification,exemplifying,exemplify,exemplifications"
exhausted,"exhaustedness,exhaust,exhausting,exhausteds,exhaustedly,exhaustion,exhausts,exhausted"
exhilarated,"exhilarations,exhilarates,exhilaration,exhilarated,exhilarating,exhilarate"
existent,"exists,exist,existents,existent,existing,existed"
existing,"existentially,exists,existentialism,exist,existential,existed,existing,existentialists,existentialist"
expectant,"expectantly,expectation,expectantness,expectant,expectations,expecting,expect,expects,expected,expectants"
expedited,"expediences,expediently,expedites,expeditions,expedition,expediting,expedience,expeditee,expedient,expedited,expedite,expedients,expeditors,expediter,expediters,expeditees"
expert,"expert,expertly,experts,expertness,experting,experted,expertises,expertise"
exploited,"exploiter,exploited,exploitative,exploitatively,exploiters,exploitation,exploiting,exploit,exploits"
exposed,"exposedness,exposes,exposed,exposure,expose,exposing,exposedly"
exuberant,"exuberant,exuberantly,exuberance"
faced,"facial,facing,faced,faces,face"
faded,"faded,fades,fadedness,fadedly,fading,fade"
failed,"failures,failed,fail,failing,fails,failure"
faithful,"faithfulness,faiths,faithing,faithfuls,faithfully,faithful,faithed,faith"
familiar,"familiar,familiarizing,familiarly,familiarize,familiars,familiarized,familiarizes,familiarity"
far,"far,fars,farred,faring,farers,farer,farthest,fared,farring,farther"
faraway,"faraway,faraways"
fascinated,"fascinate,fascinated,fascinating,fascinatingly,fascination,fascinates"
fascinating,"fascinate,fascinations,fascinated,fascinating,fascination,fascinates"
fast-tracked,"fast-tracks,fast-tracked,fast-tracking,fast-track"
fatigued,"fatigue,fatigued,fatiguedly,fatigues,fatiguing,fatigueds"
fault-finding,"fault-finder,fault-find,fault-finders,fault-finds,fault-findingly,fault-finding"
fear,"fearfulness,fearfuls,fearful,fearing,fear,fears,feared,fearfully"
fearful,"fearfuls,fears,fearful,fearing,fear,fearfulness,feared,fearfully"
fearless,"fearlessness,fearlesses,fearing,fears,feared,fearless,fearlessly,fear"
fed up,fed up
feeble,"feeble,feebleness,feebly,feeblenesses,feebler,feeblest"
feeling inadequate,"feeling inadequate,felt inadequacy,feeling inadequacy,feels inadequacy,feel inadequacy,feels inadequate,feel inadequate,felt inadequate"
feeling like a fake,feeling like a fake
ferocious,"ferociousness,ferocious,ferociously"
fervent,"fervently,ferventness,fervent"
fierce,"fiercely,fierce,fierced,fiercing,fierceness,fierces"
fiery,"fire,fires,fieriness,fieries,firing,fierily,fiery,fired"
fixated,"fixatedly,fixated,fixating,fixate,fixation,fixates,fixatedness"
fixed,"fixations,fixed,fixated,fixedly,fixating,fixation,fixate,fixes,fixates,fixedness,fixing,fix"
flabbergasted,"flabbergastation,flabbergasting,flabbergast,flabbergasts,flabbergasted,flabbergastedly"
flooded,"floods,floodedness,floodedly,flooded,floodeds,floodings,flooding,flood"
flung,"flung,flings,flinging,fling"
flustered,"flusteredness,flusteredly,flustering,flusteration,flusters,fluster,flustereds,flustered"
focused,"focus,focusing,focusedly,focuses,focused,focussing,focuss,focussed,focuseds,focusses,focusedness"
fondness,"fondnesses,fondness,fond,fonds,fonded,fonding"
foolish,"foolish,fool,fooled,foolishly,foolishness,fools,fooling"
forceful,"forcing,force,forces,forceful,forced,forcefully,forcefulness,forcefuls"
forfeiture,"forfeit,forfeiting,forfeiture,forfeits,forfeited,forfeitures"
forgotten,"forgot,forgetfulness,forgottens,forget,forgotten,forgetting,forgets"
forlorn,"forlorn,forlornly,forlorns"
forsaken,"forsaker,forsaking,forsaken,forsakers,forsakened,forsakes,forsake"
fostering,"foster,fosters,fostering,fosterings,fostered"
fragile,"fragilities,fragile,fragiles,fragility"
frail,"frail,frailing,frailnesses,frailness,frailed,frails,frailest,frailer,frailly"
frantic,"franticness,frantics,frantic,frantically"
fraud complex,"fraud complexers,fraud complexer,fraud complexes,frauds complex,fraud complex,fraud complexing,fraud complexed"
fraudulence,"fraudulence,fraudulences,fraudulent,fraudulently"
free,"freeings,freedom,freed,frees,freeing,free"
freed,"freedom,freeds,freed,frees,freeing,free,freely"
frenetic,"frenetic,frenetically,frenetics"
frenzied,"frenzy,frenzied,frenziedly,frenzies"
frightened,"frightenedly,frightfulness,frighten,frightfully,frightful,fright,frightening,frightened,frightens,frightfuls"
frivolous,"frivolousness,frivolously,frivolous"
frustrated,"frustrates,frustrations,frustrated,frustrating,frustration,frustrate"
fulfilled,"fulfil,fulfillment,fulfillers,fulfilled,fulfilment,fulfils,fulfills,fulfilleds,fulfiller,fulfill,fulfillments,fulfilling"
fuming,"fume,fumed,fumes,fumings,fuming"
fun-loving,"fun-lovings,fun-lovingly,fun-lovers,fun-lover,fun-loving,fun-love"
fun,"funfuls,funnest,funfully,funfulness,fun,funner,funny,funs,funful,funned,funning"
furious,"furious,furiousness,furies,fury"
fury,"furious,furiousness,furies,fury"
futile,"futility,futiles,futile,futilely"
genius,"geniuses,geniused,geniusness,genius,geniusly"
gentle,"gentler,gentlewomen,gentleman,gentled,gentlemen,gentlemanly,gentlest,gentles,gentlewoman,gentle,gentling,gentleness,gentlenesses"
gleeful,"gleefuls,gleed,glees,gleefulness,gleefully,gleeing,glee,gleeful"
gloom,"gloomy,gloom,gloomiest,gloomier,gloominess,gloomed,gloomily,glooms"
gloomy,"gloomy,gloom,gloomiest,gloominess,gloomier,gloomily,glooms"
gone,"gone,goners,goes,went,goner,go,going"
grateful,"gratefully,grateful,gratefulness"
gratified,"gratification,gratifications,gratifying,gratify,gratifies,gratified"
gratifying,"gratification,gratifications,gratifying,gratify,gratifies,gratified"
greedy,"greeds,greed,greeded,greeding,greedys,greedier,greediness,greediest,greedily,greedy"
green-eyed,"green-eyes,green-eyed"
grief,"grievance,griefs,grieved,griefing,grieve,grief,grieving,grieves,griefed"
groggy,"groggiest,grogginess,groggy,groggily,groggier"
grossed out,"grosses out,gross out,grossed outs,grossing out,grossed out"
grounded,"grounds,grounding,grounded,ground,groundedness,groundings"
guarded,"guarding,guardian,guard,guardians,guardedly,guards,guarded,guardedness"
guarding,"guarding,guardian,guard,guardings,guardians,guards,guarded,guardianship"
guilty,"guiltier,guilts,guilting,guiltily,guiltiness,guilt,guilty,guilted,guiltiest,guilties"
gullible,"gullible,gullibility,gullibles"
happiness,"happily,happiness,happy,happiest,happier"
happy,"happily,happiness,happy,happiest,happier"
harassed,"harassing,harassed,harasser,harasses,harass,harassers,harassment"
harmed,"harmful,harming,harmfulness,harm,harmed,harms"
harsh,"harshest,harshness,harshly,harsh,harsher"
hasty,"hasted,hasty,hastes,hasting,hastiest,hastiness,hastily,hastier,haste"
hate,"haters,hater,hate,hated,hateful,hating,hates"
hateful,"hatefully,hater,hatefulness,hate,hated,hateful,hating,hatefuls,hates"
hatred,"hatreds,hate,hated,hatred,hating,hates"
hazardous,"hazarded,hazardously,hazards,hazardous,hazarding,hazard,hazardousness"
heartache,"heartache,heartaches"
heartbroken,"heartbroke,heartbreakingly,heartbreaker,heartbroken,heartbreak,heartbreaks,heartbreaking,heartbrokenness"
heated,"heating,heat,heatedly,heated,heats,heatedness"
heavy,"heavy,heaviest,heaviness,heavies,heavily,heavier"
hectic,"hectics,hecticly,hecticness,hectically,hectic"
heed,"heeds,heedfully,heeding,heedfulness,heedful,heed,heeded"
helpless,"helped,helps,help,helpless,helplessness,helping,helplessly"
here,"heres,here"
heroic,"hero,heroic,heroically,heroics,heroes"
hesitant,"hesitants,hesitating,hesitant,hesitates,hesitantly,hesitate,hesitation,hesitated,hesitancy"
hollow,"hollowness,hollowly,hollows,hollowed,hollowing,hollow"
honest,"honesty,honesties,honest,honestly"
honored,"honors,honouring,honoreds,honorably,honours,honored,honoring,honorableness,honorable,honor"
hopeful,"hopefulness,hopefully,hoping,hope,hopeful,hoped,hopefuls,hopes"
hopelessness,"hopeless,hopelessly,hopelessness"
horrendous,"horrendously,horrendousness,horrendous"
horrible,"horrible,horribles,horribleness,horribly"
horrified,"horrifies,horrified,horrifieds,horrifying,horrification,horrify,horrifyingly"
hostile,"hostilities,hostiles,hostility,hostile"
humiliated,"humiliators,humiliating,humiliate,humiliateds,humiliated,humiliatory,humiliates,humiliation,humiliator"
hurled,"hurler,hurling,hurls,hurled,hurl"
hurried,"hurriedly,hurries,hurriedness,hurry,hurried,hurrying"
hurt,"hurted,hurting,hurter,hurt,hurtfulness,hurtful,hurtfully,hurtfuls,hurts"
hyperactive,"hyperactivity,hyperactive,hyperactives"
idiotic,"idiots,idiotism,idiotic,idiotically,idiot"
ignorant,"ignore,ignorantly,ignoring,ignored,ignorance,ignorant,ignorants,ignores"
ignored,"ignorer,ignoreds,ignorances,ignore,ignoring,ignorers,ignored,ignorance,ignores"
ill at ease,"ill at ease,ill at eased,ill at easings,ill at easefuls,ill at easeful,ill at easefulness,ill at easefully,ills at ease"
ill,"illnessed,illnessing,illness,ill,illnesses,ills"
imaginative,"imagined,imaginativeness,imagines,imaginatives,imaginative,imagine,imagining,imaginatively"
immersed,"immersed,immersedly,immersion,immersedness,immerses,immersing,immerse,immerseds"
impatient,"impatiently,impatient,impatience"
impertinent,"impertinency,impertinences,impertinencies,impertinence,impertinently,impertinents,impertinent"
impetuous,"impetuousness,impetuously,impetuous,impetuosity"
implicated,"implication,implicates,implicateds,implicatedness,implicated,implicating,implicately,implicate"
important,"importance,important,importantly"
imposter syndrome,"imposter syndromes,imposter syndrome"
impostor feelings,"impostor feelings,impostors feeling,impostor feeling,impostors feelings"
impotent,"impotences,impotence,impotently,impotent"
impressed,"impress,impressed,impressing,impresses,impressiveness,impressive,impression,impressively"
imprudent,"imprudent,imprudence,imprudently,imprudences"
impudent,"impudently,impudent"
in attendance,in attendance
in awe,in awe
in flow,"in flowing,in flowed,in flown,in flow,in flowings,in flows"
in my feelings,in my feelings
in sync,"in syncly,in synchronization,in sync,in syncs,in synced,in syncness,in syncing"
in the moment,"in the moment,in the moments"
in the zone,"in the zoned,in the zonefuls,in the zonefully,in the zoning,in the zonefulness,in the zoneful,in the zones,in the zone"
in touch with emotions,"in touch with emotionally,in touch with emotion,in touch with emotionalness,in touch with emotions,in touch with emotional"
inadequacy,"inadequacies,inadequate,inadequacy,inadequately"
inadequate,"inadequate,inadequacies,inadequateness,inadequacy,inadequately"
inarticulate,"inarticulately,inarticulated,inarticulateness,inarticulate,inarticulating,inarticulates"
inattentive,"inattentive,inattentiveness,inattentives,inattentively"
incapable,"incapabilities,incapable,incapability,incapably,incapables"
incapacitated,"incapacitated,incapacitates,incapacitating,incapacitate,incapacitation,incapacitations"
incarnated,"incarnation,incarnating,incarnately,incarnateness,incarnated,incarnateds,incarnate,incarnates"
incensed,"incenses,incensedly,incensing,incensedness,incensation,incense,incensed"
incited,"inciteds,incitedness,incited,incitedly,incitement,incites,inciting,incite"
inclusion,"inclusiveness,inclusive,include,included,includes,inclusion,inclusions,including"
inconsiderate,"inconsiderating,inconsiderates,inconsiderate,inconsiderated,inconsiderateness,inconsiderately"
incredulous,"incredulously,incredulous,incredulousness"
indebted,"indebting,indebts,indebt,indebtedly,indebted,indebtedness"
indecisive,"indecisively,indecisive,indecisiveness"
independent,"independences,independent,independently,independence,independents"
indifferent,"indifferents,indifference,indifferent,indifferently"
indignant,"indignities,indignantly,indignation,indignant"
indignation,"indignant,indignations,indignantly,indignation"
ineffective,"ineffectively,ineffectualness,ineffective,ineffectual,ineffectuality,ineffectiveness,ineffectualities,ineffectually,ineffectualnesses"
ineffectual,"ineffectually,ineffectual,ineffectiveness,ineffectualness"
inferior,"inferiorities,inferiority,inferior,inferiorly,inferiors"
infirm,"infirmity,infirmness,infirmly,infirmities,infirm"
influenced,"influence,influenced,influential,influences,influencers,influencing,influencer,influentially,influenceds"
influential,"influence,influenced,influential,influencefulness,influentials,influences,influencing,influentially"
informed,"informer,informative,informatively,informs,informers,inform,information,informant,informants,informing,informed"
infringed,"infringing,infringement,infringed,infringes,infringe,infringements"
infuriated,"infuriated,infuriate,infuriates,infuriately,infuriateness,infuriating,infuriateds,infuriation"
inimical,"inimically,inimical,inimicalness"
injured,"injured,injuredness,injuring,injureds,injuredly,injury,injures,injure"
innovative,"innovatives,innovate,innovativeness,innovates,innovating,innovation,innovative,innovatively,innovated,innovations"
inquisitive,"inquisitives,inquired,inquisitiveness,inquisitive,inquire,inquires,inquiring,inquisitively"
insane,"insaned,insanity,insane,insanities,insaning,insanely,insanes"
insecure,"insecurities,insecurity,insecure,insecurely,insecureness"
insecurity,"insecurities,insecurity,insecure,insecurely,insecureness"
insensible,"insensible,insensibleness,insensibility,insensibly,insensibles"
insensitive,"insensitivity,insensitive,insensitively,insensitivities,insensitiveness"
insightful,"insightful,insighting,insights,insighted,insightfulness,insightfuls,insightfully,insight"
insignificant,"insignificant,insignificants,insignificance,insignificantly"
inspire,"inspirations,inspire,inspiration,inspirational,inspires,inspiring,inspiringly,inspired"
inspired,"inspirations,inspire,inspiration,inspirational,inspires,inspiring,inspired,inspireds"
inspiring,"inspire,inspiration,inspirational,inspires,inspiring,inspiringly,inspired"
insufficient,"insufficient,insufficiency,insufficiently"
insulated,"insulations,insulating,insulated,insulation,insulates,insulate"
insulted,"insulting,insulted,insultation,insult,insultedly,insultedness,insulteds,insults"
intellect,"intellectuals,intellectual,intellectually,intellectualness,intellect,intellects,intellected,intellecting"
intellectual,"intellectualization,intellectuals,intellectualizing,intellectually,intellectual,intellectualizations,intellect,intellects,intellectualism,intellectualizes,intellectualized,intellectualize"
intelligent,"intelligents,intelligently,intelligenced,intelligentnesses,intelligencers,intelligences,intelligentness,intelligence,intelligent,intelligencing,intelligencer"
intense,"intensed,intenses,intensity,intensest,intensely,intense,intenseness,intensing,intenser"
interest,"interests,interested,interesting,interestingly,interestfulness,interest"
interested,"interestedness,interests,interested,interesting,interest,interestedly"
interesting,"interestedness,interests,interested,interesting,interestingly,interest,interestedly"
intimate,"intimation,intimacies,intimating,intimate,intimated,intimates,intimately,intimacy"
intimidated,"intimidate,intimidates,intimidated,intimidating,intimidation,intimidations"
intrepid,"intrepids,intrepidity,intrepid,intrepidly"
intrigued,"intriguing,intrigued,intriguingly,intrigue,intrigues,intrigueds"
intriguing,"intriguing,intrigued,intriguingly,intrigue,intrigues"
introspective,"introspect,introspectively,introspection,introspecting,introspectives,introspective,introspected,introspects,introspectiveness"
introverted,"introvertedness,introvertedly,introverting,introverts,introverted,introversion,introvert"
inundated,"inundating,inundation,inundated,inundate,inundates"
invaluable,"invaluably,invaluables,invaluable"
inventive,"invent,inventive,invents,inventor,invented,inventors,inventing,inventively,inventives,inventiveness"
investigative,"investigate,investigative,investigation,investigators,investigates,investigations,investigatives,investigated,investigator,investigating"
invigorated,"invigorates,invigorated,invigoratingly,invigorate,invigorating,invigoration"
invigorating,"invigorates,invigorated,invigoratingly,invigorate,invigorating,invigoration"
involved,"involvements,involve,involveds,involved,involvement,involves,involving"
irate,"irateness,irately,irated,irate,irating,irates"
ire,"ire,iring,irefulness,ired,ireful,irefuls,irefully,ires"
ironic,"ironic,irony,ironies,ironically"
irrational,"irrationally,irrational,irrationality,irrationals"
irritable,"irritability,irritate,irritable,irritated,irritably,irritables,irritableness,irritating,irritates"
irritated,"irritatedly,irritation,irritate,irritated,irritateds,irritatedness,irritating,irritates"
irritation,"irritation,irritate,irritated,irritations,irritating,irritates"
isolated,"isolated,isolatedness,isolating,isolatedly,isolation,isolate,isolates"
jaded,"jades,jadedness,jaded,jadedly,jading,jade"
jealous,"jealously,jealous,jealousy"
jeopardized,"jeopardizing,jeopardizes,jeopardizeds,jeopardized,jeopardize,jeopardizers,jeopardization,jeopardizer"
jerked,"jerks,jerk,jerked,jerking,jerkings"
jittery,"jitter,jittering,jittered,jitteriness,jitteries,jittery,jitters"
jolted,"jolteds,jolts,joltedness,joltedly,jolting,jolted,jolt"
jovial,"jovially,jovials,jovial,joviality"
joy,"joyfuls,joys,joy,joying,joyful,joyed,joyfulness,joyfully"
joyful,"joyfuls,joys,joy,joying,joyfulness,joyful,joyed,joyfully"
jubilant,"jubilantly,jubilating,jubilates,jubilantness,jubilant,jubilance,jubilations,jubilate,jubilation,jubilated"
judgmental,"judgment,judgmentally,judged,judgmentals,judgmental,judging,judgments"
judicious,"judicious,judiciously,judiciousness"
keen,"keenness,keened,keening,keen,keenest,keenly,keener,keens,keeners"
knowledgeable,"knowledge,knowledging,knowledgeably,knowledges,knowledgeables,knowledgeableness,knowledgeable,knowledged"
lackadaisical,"lackadaisically,lackadaisical"
lacking,"lacking,lacked,lacks,lack,lackings"
lackluster,"lacklustering,lacklustred,lacklustreing,lacklustered,lacklusteredness,lacklustre,lacklustres,lacklustrely,lacklusterly,lackluster,lacklusters"
laid-back,"laid-backness,laid-back,laid-backs"
lament,"lamented,lamentables,laments,lamentations,lamentable,lamentation,lament,lamentably,lamenting"
laughed at,"laughs at,laugh at,laughing at,laughed ats,laughed at"
left behind,"leaves behind,left behind,leaving behind,leave behind"
left out,"leave out,left outs,left out,leaves out,leaving out"
left,"leaving,lefts,leave,leaves,left"
lesser,"lessers,lesses,lessest,lessfulness,lessing,lessfully,lessful,lesser,lessfuls,lessed,less"
let down,"let downs,let downing,lets down,letting down,let downed,let down"
lethargic,"lethargically,lethargic,lethargy"
liberated,"liberatorship,liberateds,liberatorships,liberate,liberates,liberated,liberator,liberation,liberating,liberators"
light-hearted,"light-heartedly,light-heartedness,light-hearted"
lighthearted,"lighthearted,lightheartedness,lighthearting,lightheart,lightheartedly,lighthearts,lighthearteds"
linked,"links,linked,linkeds,link,linkedly,linkedness,linking"
listless,"listed,lists,list,listless,listlessly,listlessness,listing"
lively,"lives,livelily,live,liveliness,lively,livelier,living,liveliest,lived"
livid,"lividly,lividity,lives,live,livid,livids,lividness,living,lived"
loathe,"loathes,loathness,loathing,loather,loathers,loathly,loathed,loath,loathe"
loathing,"loathes,loathing,loathly,loathsome,loath,loathings,loathed,loaths,loathe"
loathsome,"loathes,loathing,loathsome,loathsomeness,loathed,loathe"
lonely,"lonely,lonelier,loneliest,loneliness"
lonesome,"lones,lone,lonesomes,lonesome"
look after,"look after,looked after,looking after,looks after"
loss,"losing,lossed,lost,lossfulness,lose,lossful,lossing,lossfuls,loss,lossfully,losses,loses"
lost for words,lost for words
lost,"losing,loosely,looseness,lost,loosens,losers,lose,loosening,loose,loss,loosened,loosen,loses"
love,"lovingly,loved,love,loves,lovable,lovelies,loving,lovely,loveliness,lover,lovers"
lovely,"lovelier,lovingly,loveliest,love,loves,lovelies,lovely,loving,loveliness,loved"
loving,"lovers,lovingly,loved,loves,love,lover,loving"
lower,"lowers,lows,lower,low,lowering,lowered"
loyal,"loyalty,loyal,loyally,loyals"
lush,"lushly,lush,lushing,lushness,lushes,lushed"
mad,"mads,mad,madly,madness,maddest,madder"
manic,"manic,manicure,manicness,manicly,manically,manicures,manics,manicurist"
manifested,"manifestation,manifests,manifesteds,manifested,manifestedly,manifesting,manifestedness,manifest"
marginalized,"marginalizing,marginalized,marginalize,marginalizes,marginalizations,marginalization"
mastermind,"mastermindfully,masterminding,masterminded,mastermind,mastermindfuls,masterminds,mastermindful,mastermindfulness"
meaningful,"meaningful,meaningfulness,meaningfuls,mean,meaningfully,means,meaned,meaning"
meaningless,"meaninglessly,meaningful,meaningfulness,meaningfully,meaningless,meanings,meaninglessness,meaning"
meditative,"meditatively,meditated,meditate,meditating,meditative,meditatives,meditates,meditativeness"
melancholic,"melancholia,melancholic,melancholics,melancholically,melancholy,melancholies"
melancholy,"melancholy,melancholic,melancholically,melancholies"
membership,"member,membership,memberships,members"
menaced,"menaces,menaced,menaceds,menacer,menacefulness,menace,menacers,menacing,menaceful"
mercy,"mercy,mercifully,mercifulness,mercies,merciful"
mesmerized,"mesmerizing,mesmerized,mesmerization,mesmerize,mesmerizes"
mesmerizing,"mesmerizingly,mesmerizing,mesmerized,mesmerize,mesmerizes"
mighty,"mighting,mightier,mightiness,mighted,mightys,mightiest,might,mighty,mights,mightily"
mindful,"minded,mindfuls,mindfully,mind,minds,mindful,minding,mindfulness"
minor,"minored,minority,minor,minors,minoring,minorly"
mischievous,"mischievously,mischievous,mischievousness"
misconstrued,"misconstruedfully,misconstructing,misconstruing,misconstructs,misconstructed,misconstrual,misconstrued,misconstrue,misconstruct,misconstrueds,misconstrueding,misconstruction,misconstruedfulness,misconstruedfuls,misconstrues,misconstruedful,misconstrueded"
miserable,"miserable,miserableness,miserablenesses,miserables,miserably"
misery,"miserable,misery,miserably,miseries"
misfortune,"misfortune,misfortunes"
misinformed,"misinforming,misinform,misinformedly,misinformation,misinformedness,misinformed,misinforms"
misinterpreted,"misinterpreting,misinterpret,misinterprets,misinterpretations,misinterpretation,misinterpreted"
misjudged,"misjudgement,misjudger,misjudging,misjudge,misjudgers,misjudged,misjudgment,misjudgements,misjudges"
misled,"misled,misleading,mislead,misleads"
misplaced,"misplaces,misplace,misplacements,misplacing,misplaced,misplacement"
misread,"misreaded,misreader,misreaders,misreading,misreads,misreadings,misread"
missing,"miss,missingness,missing,misses,missings,missed"
mistaken,"mistake,mistakes,mistakenly,mistook,mistakenness,mistaking,mistaken,mistakens"
mistreated,"mistreating,mistreatments,mistreats,mistreat,mistreatment,mistreated"
mistrustful,"mistrusting,mistrustfulness,mistrustfully,mistrust,mistrusted,mistrustfuls,mistrusts,mistrustful"
misunderstood,"misunderstands,misunderstandings,misunderstanding,misunderstand,misunderstood"
mixed-up,"mixed-ups,mixes-up,mixing-up,mixed-up,mix-up"
mocked,"mocks,mockedness,mockery,mocking,mockeds,mockedly,mock,mocked"
mocking,"mocks,mockery,mocking,mock,mockingly,mocked,mockingbird"
mortified,"mortifying,mortify,mortifies,mortification,mortifications,mortified"
motivate,"motivators,motivations,motivate,motivational,motivating,motivated,motivation,motivator,motivates"
